振動,温度,電力,油塗布,スイッチ,故障
55,252,884,"F","A","F"
37,251,909,"F","D","F"
12,250,933,"F","A","F"
47,251,895,"F","B","F"
59,252,877,"F","B","F"
5,250,937,"F","A","F"
2,250,939,"F","D","F"
16,251,930,"F","A","F"
52,251,892,"F","B","F"
46,251,895,"F","A","F"
28,250,917,"F","A","F"
26,251,919,"F","C","F"
0,250,948,"F","B","F"
22,251,924,"F","A","F"
25,252,921,"F","A","F"
19,251,927,"F","D","F"
31,251,915,"F","A","F"
3,250,938,"F","D","F"
7,250,936,"F","A","F"
24,251,923,"F","D","F"
48,251,895,"F","B","F"
23,251,923,"F","D","F"
40,252,900,"F","B","F"
30,251,916,"F","B","F"
34,251,911,"F","C","F"
18,252,927,"F","C","F"
41,251,899,"F","B","F"
10,250,934,"F","C","F"
53,251,887,"F","D","F"
43,251,898,"F","B","F"
33,251,913,"F","D","F"
58,252,878,"F","D","F"
15,250,932,"F","A","F"
4,250,937,"F","C","F"
38,252,907,"F","D","F"
39,251,902,"F","C","F"
21,250,925,"F","D","F"
9,250,935,"F","A","F"
50,252,893,"F","C","F"
35,251,911,"F","A","F"
60,252,868,"F","C","F"
42,252,898,"F","D","F"
45,251,896,"F","B","F"
1,250,947,"F","C","F"
54,252,886,"F","B","F"
27,251,917,"F","C","F"
49,250,895,"F","C","F"
44,252,896,"F","D","F"
29,250,917,"F","C","F"
61,252,866,"F","D","F"
32,251,914,"F","B","F"
14,250,932,"F","A","F"
11,251,933,"F","A","F"
6,250,936,"F","C","F"
56,251,881,"F","D","F"
20,251,925,"F","D","F"
61,252,882,"F","D","F"
3,250,939,"F","A","F"
53,252,889,"F","B","F"
46,250,906,"F","D","F"
4,250,937,"F","A","F"
57,252,885,"F","A","F"
49,251,897,"F","A","F"
36,251,915,"F","B","F"
59,252,884,"F","B","F"
28,251,921,"F","A","F"
25,251,924,"F","A","F"
62,252,877,"F","B","F"
42,251,911,"F","A","F"
63,252,877,"F","D","F"
39,251,914,"F","A","F"
43,251,911,"F","A","F"
15,251,931,"F","B","F"
55,252,887,"F","C","F"
1,250,942,"F","A","F"
47,252,903,"F","D","F"
45,251,908,"F","B","F"
13,250,933,"F","C","F"
37,250,915,"F","D","F"
20,251,928,"F","B","F"
54,252,888,"F","B","F"
23,251,926,"F","C","F"
51,252,893,"F","C","F"
40,251,914,"F","B","F"
8,250,934,"F","C","F"
9,250,934,"F","A","F"
2,250,941,"F","D","F"
10,250,934,"F","B","F"
21,250,928,"F","A","F"
34,251,916,"F","A","F"
16,250,931,"F","A","F"
50,251,894,"F","A","F"
19,250,930,"F","C","F"
52,251,891,"F","D","F"
56,252,885,"F","D","F"
29,251,920,"F","A","F"
12,251,933,"F","B","F"
22,250,928,"F","D","F"
66,252,867,"F","D","F"
67,252,866,"F","C","F"
6,251,935,"F","C","F"
14,250,933,"F","D","F"
17,250,931,"F","D","F"
5,250,937,"F","A","F"
64,252,876,"F","B","F"
24,251,925,"F","A","F"
41,251,914,"F","B","F"
31,251,917,"F","B","F"
26,251,924,"F","C","F"
7,251,934,"F","A","F"
27,251,923,"F","C","F"
35,251,916,"F","C","F"
30,251,918,"F","D","F"
48,251,900,"F","A","F"
18,251,930,"F","C","F"
11,251,933,"F","C","F"
65,252,874,"F","B","F"
38,252,914,"F","B","F"
44,251,908,"F","C","F"
60,251,884,"F","A","F"
32,251,917,"F","B","F"
33,251,917,"F","B","F"
58,252,884,"F","D","F"
0,250,946,"F","D","F"
12,250,935,"F","A","F"
36,251,920,"F","B","F"
26,251,925,"F","C","F"
18,251,929,"F","B","F"
17,251,930,"F","D","F"
43,251,905,"F","A","F"
54,252,897,"F","C","F"
69,252,872,"F","C","F"
46,251,903,"F","A","F"
23,250,928,"F","A","F"
55,251,897,"F","D","F"
62,252,886,"F","C","F"
48,252,902,"F","D","F"
37,251,919,"F","C","F"
71,252,864,"F","B","F"
45,252,903,"F","B","F"
49,251,900,"F","D","F"
16,250,931,"F","B","F"
39,251,913,"F","C","F"
72,252,858,"F","D","F"
24,251,926,"F","A","F"
40,252,910,"F","B","F"
7,250,940,"F","D","F"
29,251,924,"F","D","F"
47,252,902,"F","C","F"
67,252,878,"F","B","F"
60,252,887,"F","C","F"
51,251,898,"F","B","F"
53,252,897,"F","C","F"
57,251,895,"F","C","F"
2,250,944,"F","C","F"
15,250,933,"F","A","F"
22,251,928,"F","A","F"
33,251,921,"F","D","F"
63,252,885,"F","D","F"
9,251,937,"F","D","F"
68,252,877,"F","B","F"
35,251,920,"F","D","F"
66,252,880,"F","A","F"
31,251,923,"F","C","F"
64,252,882,"F","D","F"
30,251,923,"F","B","F"
1,251,944,"F","C","F"
14,250,934,"F","C","F"
42,251,906,"F","D","F"
27,251,925,"F","C","F"
28,251,925,"F","B","F"
61,251,887,"F","B","F"
58,252,894,"F","B","F"
10,250,936,"F","A","F"
13,250,935,"F","C","F"
20,251,928,"F","C","F"
32,252,922,"F","B","F"
34,251,921,"F","B","F"
38,251,916,"F","C","F"
41,252,906,"F","B","F"
11,250,935,"F","A","F"
21,251,928,"F","C","F"
6,250,941,"F","D","F"
3,250,943,"F","D","F"
5,250,941,"F","A","F"
56,252,896,"F","C","F"
44,251,905,"F","C","F"
65,252,881,"F","D","F"
50,252,898,"F","A","F"
19,250,929,"F","A","F"
59,251,891,"F","B","F"
70,252,866,"F","D","F"
52,251,898,"F","A","F"
0,250,946,"F","D","F"
4,250,942,"F","A","F"
25,251,926,"F","B","F"
8,250,939,"F","A","F"
15,250,935,"F","B","F"
17,250,934,"F","B","F"
69,252,877,"F","A","F"
20,250,933,"F","B","F"
58,251,897,"F","A","F"
53,251,901,"F","A","F"
10,250,939,"F","B","F"
1,250,945,"F","B","F"
66,251,883,"F","A","F"
43,251,912,"F","B","F"
9,251,940,"F","D","F"
23,251,931,"F","C","F"
33,251,922,"F","D","F"
55,252,900,"F","A","F"
41,251,916,"F","C","F"
24,251,930,"F","B","F"
37,251,918,"F","D","F"
65,252,883,"F","B","F"
8,250,941,"F","C","F"
27,251,928,"F","C","F"
57,252,898,"F","B","F"
45,251,910,"F","B","F"
13,251,935,"F","D","F"
39,251,918,"F","A","F"
16,250,935,"F","D","F"
38,251,918,"F","B","F"
60,252,895,"F","A","F"
68,252,879,"F","A","F"
6,250,942,"F","A","F"
56,252,899,"F","B","F"
48,251,906,"F","D","F"
40,251,917,"F","D","F"
32,251,923,"F","D","F"
4,250,942,"F","B","F"
54,252,900,"F","D","F"
42,251,914,"F","A","F"
0,250,945,"F","A","F"
34,251,921,"F","B","F"
26,251,929,"F","D","F"
11,250,938,"F","C","F"
31,251,924,"F","B","F"
64,251,885,"F","C","F"
5,250,942,"F","B","F"
35,251,919,"F","D","F"
63,252,887,"F","C","F"
36,251,919,"F","C","F"
51,251,902,"F","C","F"
28,251,927,"F","A","F"
12,251,935,"F","B","F"
67,251,881,"F","C","F"
19,250,933,"F","A","F"
29,250,926,"F","D","F"
18,250,934,"F","A","F"
47,251,908,"F","B","F"
61,251,893,"F","B","F"
3,250,943,"F","D","F"
2,250,943,"F","A","F"
7,250,941,"F","A","F"
49,251,904,"F","C","F"
30,251,925,"F","D","F"
59,251,896,"F","B","F"
22,250,932,"F","A","F"
44,252,911,"F","C","F"
62,251,893,"F","C","F"
25,251,929,"F","D","F"
21,251,932,"F","B","F"
50,251,902,"F","D","F"
14,251,935,"F","D","F"
46,251,909,"F","C","F"
52,251,901,"F","D","F"
1,250,943,"F","B","F"
40,251,913,"F","B","F"
41,252,912,"F","D","F"
67,252,879,"F","A","F"
36,251,919,"F","C","F"
54,251,898,"F","A","F"
16,250,934,"F","C","F"
70,252,864,"F","C","F"
50,251,901,"F","D","F"
62,251,886,"F","D","F"
12,250,937,"F","C","F"
33,250,922,"F","D","F"
66,252,880,"F","C","F"
37,251,919,"F","B","F"
44,251,911,"F","C","F"
57,252,895,"F","D","F"
63,252,885,"F","A","F"
35,251,921,"F","A","F"
60,252,887,"F","B","F"
18,250,933,"F","B","F"
11,251,937,"F","A","F"
29,251,925,"F","A","F"
26,252,926,"F","A","F"
13,251,935,"F","B","F"
23,251,927,"F","B","F"
24,250,927,"F","B","F"
61,251,887,"F","D","F"
22,251,928,"F","A","F"
34,250,922,"F","C","F"
51,251,901,"F","D","F"
56,251,897,"F","D","F"
45,252,910,"F","D","F"
38,251,917,"F","A","F"
20,250,932,"F","A","F"
68,252,876,"F","B","F"
53,252,898,"F","C","F"
10,251,937,"F","A","F"
8,250,939,"F","D","F"
2,250,942,"F","A","F"
52,251,900,"F","C","F"
48,252,906,"F","B","F"
25,250,927,"F","C","F"
17,250,934,"F","C","F"
39,250,915,"F","B","F"
3,250,941,"F","B","F"
7,250,939,"F","C","F"
6,251,939,"F","B","F"
46,251,909,"F","B","F"
64,252,884,"F","D","F"
58,252,893,"F","A","F"
0,250,947,"F","C","F"
30,250,925,"F","A","F"
4,250,941,"F","A","F"
32,251,923,"F","C","F"
47,251,907,"F","B","F"
15,250,934,"F","C","F"
69,252,872,"F","C","F"
5,250,940,"F","A","F"
14,250,935,"F","D","F"
42,251,911,"F","A","F"
55,252,897,"F","B","F"
27,251,925,"F","D","F"
21,250,929,"F","C","F"
59,252,889,"F","C","F"
19,251,932,"F","D","F"
9,250,939,"F","C","F"
31,251,924,"F","A","F"
49,251,904,"F","C","F"
28,251,925,"F","D","F"
65,252,881,"F","A","F"
43,251,911,"F","D","F"
65,251,874,"F","D","F"
41,251,906,"F","D","F"
59,252,887,"F","C","F"
48,251,902,"F","D","F"
62,251,880,"F","B","F"
58,251,889,"F","A","F"
20,252,924,"F","C","F"
68,252,861,"F","D","F"
22,250,924,"F","B","F"
29,250,918,"F","A","F"
25,250,920,"F","A","F"
52,251,897,"F","C","F"
16,251,928,"F","C","F"
32,251,917,"F","D","F"
3,251,938,"F","C","F"
42,251,906,"F","B","F"
66,252,873,"F","A","F"
44,251,904,"F","B","F"
38,251,910,"F","D","F"
63,252,877,"F","B","F"
56,251,891,"F","D","F"
57,252,889,"F","A","F"
23,250,923,"F","A","F"
12,250,933,"F","C","F"
61,252,880,"F","A","F"
30,251,917,"F","D","F"
4,250,938,"F","D","F"
13,251,932,"F","A","F"
31,251,917,"F","C","F"
0,250,947,"F","A","F"
55,251,891,"F","B","F"
8,250,936,"F","A","F"
27,251,919,"F","A","F"
54,252,892,"F","B","F"
36,251,914,"F","D","F"
11,251,934,"F","D","F"
34,251,915,"F","B","F"
26,251,919,"F","C","F"
67,252,867,"F","B","F"
47,252,902,"F","C","F"
35,251,915,"F","B","F"
21,251,924,"F","D","F"
14,250,931,"F","B","F"
64,252,877,"F","B","F"
6,250,938,"F","B","F"
10,250,935,"F","C","F"
17,251,927,"F","C","F"
28,251,918,"F","D","F"
46,251,903,"F","B","F"
15,251,929,"F","A","F"
19,251,926,"F","B","F"
5,250,938,"F","A","F"
24,251,922,"F","B","F"
33,250,916,"F","C","F"
43,252,904,"F","A","F"
37,251,911,"F","A","F"
60,251,882,"F","A","F"
40,252,907,"F","D","F"
39,251,908,"F","C","F"
9,251,935,"F","C","F"
50,252,899,"F","D","F"
7,250,937,"F","D","F"
1,250,944,"F","C","F"
51,251,899,"F","B","F"
49,251,901,"F","B","F"
18,251,926,"F","D","F"
53,251,894,"F","C","F"
2,250,939,"F","A","F"
45,251,904,"F","C","F"
27,251,922,"F","A","F"
45,251,898,"F","A","F"
38,251,907,"F","C","F"
10,250,936,"F","B","F"
31,250,917,"F","C","F"
14,250,932,"F","A","F"
8,250,937,"F","B","F"
55,252,878,"F","B","F"
11,251,934,"F","C","F"
21,251,926,"F","B","F"
20,251,926,"F","C","F"
52,251,882,"F","A","F"
24,252,924,"F","A","F"
57,252,876,"F","D","F"
43,251,900,"F","A","F"
9,250,936,"F","C","F"
59,252,870,"F","D","F"
3,251,941,"F","B","F"
13,250,932,"F","C","F"
56,252,877,"F","B","F"
19,250,928,"F","C","F"
16,251,930,"F","C","F"
1,250,944,"F","A","F"
18,251,928,"F","A","F"
60,252,865,"F","A","F"
54,252,878,"F","C","F"
41,252,904,"F","C","F"
44,252,899,"F","A","F"
17,250,929,"F","C","F"
53,251,880,"F","A","F"
49,252,890,"F","A","F"
39,250,907,"F","D","F"
26,250,924,"F","B","F"
36,251,908,"F","B","F"
15,250,931,"F","A","F"
47,251,896,"F","D","F"
35,251,908,"F","D","F"
7,251,938,"F","C","F"
29,251,922,"F","D","F"
46,251,897,"F","B","F"
12,251,932,"F","C","F"
23,251,925,"F","C","F"
51,252,887,"F","B","F"
2,251,941,"F","C","F"
32,251,916,"F","C","F"
5,250,940,"F","D","F"
48,252,891,"F","D","F"
34,251,909,"F","A","F"
25,251,924,"F","B","F"
58,252,872,"F","A","F"
22,251,926,"F","A","F"
40,251,906,"F","D","F"
4,250,941,"F","B","F"
37,251,907,"F","D","F"
50,252,887,"F","C","F"
6,250,940,"F","D","F"
0,250,948,"F","C","F"
28,251,922,"F","D","F"
33,251,913,"F","B","F"
30,251,918,"F","B","F"
42,252,902,"F","A","F"
38,251,916,"F","C","F"
37,251,916,"F","B","F"
32,251,921,"F","D","F"
17,250,931,"F","A","F"
3,250,941,"F","A","F"
52,252,895,"F","B","F"
36,251,918,"F","B","F"
45,251,904,"F","B","F"
59,252,871,"F","C","F"
33,251,920,"F","A","F"
7,250,939,"F","A","F"
42,251,907,"F","B","F"
9,251,937,"F","B","F"
22,251,927,"F","A","F"
43,251,905,"F","D","F"
29,251,923,"F","C","F"
13,250,936,"F","C","F"
62,252,867,"F","A","F"
20,250,930,"F","B","F"
50,251,899,"F","B","F"
35,251,919,"F","A","F"
41,251,909,"F","D","F"
55,251,890,"F","A","F"
5,250,940,"F","B","F"
0,250,943,"F","C","F"
12,250,936,"F","A","F"
44,251,905,"F","B","F"
63,252,866,"F","D","F"
26,251,924,"F","B","F"
19,250,930,"F","B","F"
54,251,891,"F","A","F"
30,251,921,"F","C","F"
11,251,936,"F","A","F"
6,250,940,"F","D","F"
39,251,913,"F","D","F"
58,252,873,"F","A","F"
31,251,921,"F","C","F"
56,252,882,"F","B","F"
61,252,867,"F","A","F"
47,251,901,"F","D","F"
49,252,899,"F","C","F"
57,252,874,"F","C","F"
60,252,870,"F","B","F"
1,250,943,"F","C","F"
10,251,936,"F","C","F"
53,252,892,"F","D","F"
23,251,926,"F","D","F"
15,251,934,"F","B","F"
14,250,935,"F","C","F"
25,251,924,"F","C","F"
4,250,941,"F","B","F"
40,251,909,"F","B","F"
46,252,902,"F","C","F"
51,252,896,"F","A","F"
28,251,923,"F","A","F"
8,250,939,"F","D","F"
34,251,919,"F","A","F"
24,250,926,"F","C","F"
16,250,932,"F","D","F"
27,251,924,"F","A","F"
21,251,928,"F","C","F"
2,250,942,"F","C","F"
48,251,901,"F","B","F"
18,251,930,"F","A","F"
54,252,872,"F","D","F"
34,251,911,"F","A","F"
55,252,872,"F","B","F"
33,251,913,"F","A","F"
13,251,933,"F","C","F"
19,251,929,"F","D","F"
6,250,936,"F","C","F"
27,252,920,"F","D","F"
21,251,927,"F","C","F"
11,250,934,"F","B","F"
5,251,936,"F","D","F"
8,250,935,"F","A","F"
10,251,934,"F","A","F"
48,252,879,"F","B","F"
35,251,908,"F","A","F"
16,251,931,"F","D","F"
36,252,907,"F","C","F"
17,250,931,"F","C","F"
52,252,875,"F","B","F"
28,251,920,"F","C","F"
37,251,907,"F","D","F"
45,251,890,"F","C","F"
43,252,892,"F","B","F"
39,251,899,"F","B","F"
53,252,874,"F","D","F"
46,251,888,"F","B","F"
29,251,917,"F","B","F"
1,251,942,"F","B","F"
47,252,885,"F","C","F"
2,250,942,"F","D","F"
44,252,891,"F","A","F"
30,251,916,"F","B","F"
58,252,866,"F","A","F"
9,251,934,"F","D","F"
41,251,894,"F","B","F"
57,252,869,"F","C","F"
26,251,921,"F","B","F"
4,250,938,"F","D","F"
14,250,933,"F","C","F"
50,252,876,"F","D","F"
18,251,930,"F","D","F"
42,251,893,"F","C","F"
51,251,876,"F","B","F"
31,251,914,"F","B","F"
23,251,923,"F","C","F"
3,250,940,"F","A","F"
38,251,904,"F","C","F"
7,250,935,"F","A","F"
22,251,923,"F","D","F"
56,252,870,"F","C","F"
12,250,934,"F","B","F"
49,252,879,"F","A","F"
24,251,921,"F","D","F"
32,250,914,"F","A","F"
25,251,921,"F","A","F"
15,251,932,"F","B","F"
0,250,945,"F","B","F"
40,251,897,"F","A","F"
20,251,928,"F","D","F"
51,251,908,"F","C","F"
73,252,881,"F","B","F"
38,251,916,"F","D","F"
17,250,932,"F","D","F"
54,252,905,"F","D","F"
67,251,894,"F","A","F"
53,252,906,"F","B","F"
27,251,926,"F","B","F"
77,252,876,"F","B","F"
7,250,939,"F","D","F"
78,252,874,"F","A","F"
14,250,933,"F","D","F"
20,251,929,"F","A","F"
66,251,895,"F","B","F"
22,251,928,"F","A","F"
74,252,879,"F","D","F"
52,250,907,"F","A","F"
31,250,924,"F","A","F"
42,251,915,"F","A","F"
68,252,893,"F","D","F"
59,251,902,"F","D","F"
79,252,872,"F","B","F"
64,251,897,"F","C","F"
44,251,914,"F","D","F"
37,251,918,"F","C","F"
10,250,934,"F","C","F"
71,251,890,"F","D","F"
72,252,888,"F","A","F"
24,251,928,"F","C","F"
30,250,924,"F","C","F"
25,251,928,"F","D","F"
0,250,946,"F","D","F"
2,250,942,"F","B","F"
56,251,903,"F","A","F"
26,251,927,"F","B","F"
76,252,877,"F","C","F"
70,251,892,"F","D","F"
5,250,940,"F","C","F"
21,250,929,"F","C","F"
19,251,929,"F","C","F"
43,251,915,"F","B","F"
63,252,897,"F","B","F"
16,251,932,"F","C","F"
47,251,912,"F","A","F"
1,250,944,"F","B","F"
35,251,918,"F","A","F"
41,251,915,"F","A","F"
12,250,933,"F","A","F"
55,251,904,"F","C","F"
32,251,923,"F","D","F"
61,251,901,"F","C","F"
45,251,913,"F","A","F"
34,252,921,"F","B","F"
23,251,928,"F","B","F"
48,251,912,"F","D","F"
60,251,901,"F","B","F"
58,251,902,"F","D","F"
69,251,893,"F","B","F"
62,251,898,"F","D","F"
75,252,878,"F","B","F"
50,250,911,"F","B","F"
39,251,916,"F","A","F"
29,251,925,"F","C","F"
57,251,903,"F","A","F"
13,250,933,"F","D","F"
9,250,937,"F","B","F"
15,251,932,"F","C","F"
33,250,923,"F","A","F"
36,251,918,"F","D","F"
28,251,925,"F","C","F"
4,250,941,"F","C","F"
46,252,912,"F","C","F"
80,252,870,"F","C","F"
18,251,930,"F","D","F"
6,250,940,"F","D","F"
49,251,911,"F","D","F"
65,251,895,"F","A","F"
40,251,915,"F","C","F"
3,250,942,"F","C","F"
8,250,939,"F","D","F"
11,251,933,"F","D","F"
33,251,921,"F","D","F"
32,251,921,"F","B","F"
56,252,903,"F","C","F"
60,251,901,"F","C","F"
5,250,941,"F","A","F"
34,250,921,"F","D","F"
42,251,915,"F","B","F"
11,251,935,"F","B","F"
71,251,888,"F","B","F"
75,252,877,"F","C","F"
66,252,894,"F","C","F"
58,251,903,"F","C","F"
17,251,932,"F","B","F"
21,251,931,"F","C","F"
1,250,945,"F","A","F"
73,252,882,"F","C","F"
3,250,943,"F","A","F"
38,251,920,"F","D","F"
44,252,913,"F","D","F"
63,252,898,"F","A","F"
19,251,932,"F","D","F"
62,251,899,"F","A","F"
48,251,910,"F","A","F"
37,251,920,"F","B","F"
18,251,932,"F","D","F"
43,251,914,"F","A","F"
13,251,934,"F","C","F"
55,251,905,"F","D","F"
6,250,941,"F","D","F"
14,251,934,"F","C","F"
50,251,910,"F","D","F"
10,251,936,"F","C","F"
15,250,934,"F","A","F"
35,251,920,"F","B","F"
40,250,919,"F","B","F"
24,251,928,"F","D","F"
30,251,924,"F","B","F"
77,252,870,"F","B","F"
0,250,947,"F","A","F"
2,250,944,"F","D","F"
7,250,940,"F","C","F"
57,251,903,"F","D","F"
64,251,895,"F","A","F"
65,252,894,"F","D","F"
23,251,929,"F","C","F"
74,252,880,"F","D","F"
47,251,910,"F","A","F"
29,251,925,"F","A","F"
8,250,939,"F","D","F"
9,250,937,"F","B","F"
22,251,930,"F","A","F"
16,250,933,"F","B","F"
25,250,928,"F","B","F"
49,251,910,"F","A","F"
41,251,918,"F","A","F"
51,252,909,"F","A","F"
20,251,932,"F","C","F"
53,251,908,"F","B","F"
78,252,870,"F","B","F"
46,252,910,"F","A","F"
76,252,874,"F","B","F"
70,251,889,"F","D","F"
72,252,883,"F","A","F"
61,251,900,"F","D","F"
39,251,920,"F","C","F"
52,251,909,"F","B","F"
12,251,935,"F","B","F"
28,251,926,"F","D","F"
36,251,920,"F","B","F"
59,251,903,"F","A","F"
69,251,890,"F","D","F"
67,251,894,"F","B","F"
26,250,928,"F","D","F"
4,250,943,"F","D","F"
45,251,913,"F","D","F"
54,251,905,"F","D","F"
27,250,927,"F","D","F"
31,251,922,"F","A","F"
68,251,894,"F","B","F"
4,250,942,"F","A","F"
18,250,932,"F","C","F"
63,252,892,"F","D","F"
44,251,905,"F","C","F"
38,252,913,"F","D","F"
48,251,902,"F","B","F"
37,250,915,"F","C","F"
27,250,926,"F","C","F"
24,251,927,"F","A","F"
57,251,897,"F","B","F"
56,251,898,"F","D","F"
50,252,901,"F","C","F"
41,252,909,"F","B","F"
46,252,903,"F","D","F"
72,252,879,"F","B","F"
73,252,879,"F","A","F"
11,250,936,"F","B","F"
53,251,900,"F","B","F"
3,250,944,"F","C","F"
28,251,924,"F","A","F"
74,252,879,"F","B","F"
16,250,933,"F","B","F"
54,251,900,"F","D","F"
30,252,923,"F","B","F"
19,250,931,"F","C","F"
47,251,902,"F","C","F"
78,252,870,"F","D","F"
43,251,906,"F","C","F"
70,251,880,"F","D","F"
42,251,907,"F","C","F"
62,252,892,"F","B","F"
13,250,935,"F","D","F"
75,252,879,"F","D","F"
12,250,935,"F","D","F"
40,251,912,"F","C","F"
66,252,884,"F","C","F"
5,250,940,"F","B","F"
26,251,927,"F","D","F"
35,251,918,"F","A","F"
23,252,928,"F","C","F"
76,252,877,"F","B","F"
0,250,946,"F","A","F"
61,252,892,"F","D","F"
39,251,913,"F","A","F"
36,251,917,"F","C","F"
32,251,920,"F","C","F"
25,251,927,"F","D","F"
14,251,933,"F","B","F"
34,251,918,"F","D","F"
2,250,945,"F","B","F"
77,252,874,"F","D","F"
15,251,933,"F","C","F"
79,252,868,"F","C","F"
58,252,896,"F","D","F"
65,252,888,"F","A","F"
29,251,924,"F","C","F"
7,250,939,"F","D","F"
8,250,938,"F","B","F"
52,252,900,"F","B","F"
71,251,880,"F","B","F"
10,250,937,"F","A","F"
68,251,882,"F","D","F"
51,251,901,"F","B","F"
22,250,929,"F","C","F"
20,250,930,"F","D","F"
21,251,929,"F","B","F"
60,251,893,"F","C","F"
33,251,919,"F","B","F"
6,250,940,"F","C","F"
59,252,894,"F","C","F"
31,251,923,"F","D","F"
67,252,883,"F","C","F"
1,250,945,"F","C","F"
17,250,933,"F","C","F"
9,250,937,"F","D","F"
49,252,901,"F","B","F"
45,252,903,"F","D","F"
69,251,882,"F","D","F"
55,252,898,"F","D","F"
64,251,891,"F","A","F"
25,251,922,"F","D","F"
40,251,911,"F","B","F"
56,252,877,"F","C","F"
10,250,937,"F","C","F"
41,251,911,"F","C","F"
24,250,923,"F","B","F"
27,251,918,"F","C","F"
9,250,937,"F","C","F"
37,251,913,"F","D","F"
13,250,935,"F","C","F"
34,252,916,"F","B","F"
7,251,937,"F","B","F"
3,250,940,"F","C","F"
18,251,932,"F","A","F"
21,251,927,"F","A","F"
48,251,897,"F","A","F"
47,252,902,"F","A","F"
26,251,920,"F","A","F"
33,251,917,"F","C","F"
14,251,934,"F","A","F"
55,252,879,"F","B","F"
22,251,927,"F","B","F"
30,251,918,"F","B","F"
23,251,923,"F","C","F"
36,251,914,"F","C","F"
42,251,908,"F","B","F"
44,251,905,"F","A","F"
54,251,881,"F","A","F"
5,250,938,"F","B","F"
19,251,931,"F","B","F"
45,251,904,"F","C","F"
57,252,872,"F","D","F"
11,250,936,"F","D","F"
0,250,940,"F","D","F"
8,251,937,"F","C","F"
28,251,918,"F","C","F"
39,252,911,"F","A","F"
32,251,917,"F","C","F"
20,251,930,"F","D","F"
31,251,917,"F","C","F"
43,252,905,"F","C","F"
4,251,938,"F","A","F"
29,251,918,"F","C","F"
51,252,890,"F","C","F"
38,251,913,"F","A","F"
49,252,894,"F","B","F"
6,250,938,"F","A","F"
50,251,891,"F","B","F"
2,250,940,"F","D","F"
46,252,903,"F","D","F"
1,250,940,"F","A","F"
12,250,935,"F","C","F"
35,251,916,"F","B","F"
58,252,869,"F","B","F"
16,250,934,"F","D","F"
52,252,886,"F","A","F"
17,250,933,"F","C","F"
15,250,934,"F","D","F"
53,252,881,"F","D","F"
