CUSTID,DATE,AMOUNT,NUMPURCHASE
105379,2019-01-26,3000,1
105729,2019-01-09,6640,4
102071,2019-04-08,3180,1
105533,2019-03-27,35287,8
101517,2019-06-01,8376,1
105372,2019-10-14,3200,1
101713,2019-06-23,9350,2
105974,2019-12-01,7430,4
105876,2019-11-30,3560,1
100957,2019-03-06,10306,1
104269,2019-07-24,3792,1
104467,2019-09-10,3580,1
100064,2019-10-07,4798,2
104197,2019-09-22,5310,2
105414,2019-03-09,24532,4
104087,2019-04-30,4200,2
103446,2019-01-08,3048,2
100564,2019-05-10,3060,1
100638,2019-07-14,7884,2
104097,2019-11-20,5980,1
105360,2019-12-02,11150,2
104847,2019-05-26,12780,2
104650,2019-01-22,24000,1
102239,2019-07-06,2067,1
103494,2019-02-09,9645,3
102184,2019-09-09,3960,2
103186,2019-01-05,27500,1
102534,2019-08-24,3980,1
100323,2019-09-14,6180,1
104378,2019-05-25,32308,3
100766,2019-01-29,7500,1
102437,2019-06-15,8078,3
100767,2019-08-19,5940,1
105232,2019-06-24,10208,3
101164,2019-07-29,5776,2
104892,2019-01-16,53668,14
102821,2019-12-08,2392,1
100058,2019-04-29,3800,2
101562,2019-08-18,20400,6
105829,2019-01-08,12039,3
101412,2019-09-20,9900,1
104285,2019-03-19,44340,5
100891,2019-10-21,3120,2
100113,2019-12-24,34158,8
100722,2019-05-29,2200,1
103504,2019-08-12,5250,1
102001,2019-06-02,4660,1
101401,2019-12-14,24742,3
105557,2019-05-11,21200,2
105360,2019-01-07,23560,3
101988,2019-07-17,9890,3
100538,2019-12-07,15520,1
103290,2019-01-14,4980,1
105055,2019-09-03,11470,5
105648,2019-11-13,6523,1
100380,2019-09-28,3168,1
100170,2019-03-08,3528,2
101136,2019-09-10,8784,3
101921,2019-07-09,3250,1
104184,2019-10-28,2388,2
105498,2019-03-28,8192,2
101606,2019-11-03,3516,2
103199,2019-03-30,15155,6
105622,2019-03-27,33480,1
105474,2019-12-30,4050,1
100206,2019-11-13,5528,2
103911,2019-08-09,64000,1
101401,2019-01-19,17470,6
102306,2019-08-07,2480,1
105279,2019-01-02,60839,6
102694,2019-02-25,15520,4
103120,2019-12-08,31430,2
103600,2019-05-13,9406,2
102593,2019-11-23,9020,3
103246,2019-10-26,4125,1
100881,2019-09-15,8130,3
103980,2019-07-06,15520,1
102990,2019-02-24,24520,1
104535,2019-06-06,2350,1
105629,2019-11-05,6100,2
102426,2019-04-20,4980,1
104582,2019-06-01,13500,3
104867,2019-01-26,3036,1
104868,2019-02-27,10228,3
102371,2019-08-23,34305,4
105521,2019-01-30,6430,3
101211,2019-12-16,3800,1
100130,2019-04-14,4894,2
100908,2019-12-28,11940,1
104510,2019-05-10,7980,1
100198,2019-02-16,4660,1
100199,2019-09-06,5980,1
102051,2019-04-09,7190,1
100596,2019-08-16,7920,1
101309,2019-06-02,5150,2
103120,2019-01-13,9660,1
102149,2019-01-23,2940,1
105747,2019-05-12,1058,1
101940,2019-01-25,2888,2
102927,2019-04-07,11572,2
102872,2019-06-10,16947,2
105552,2019-02-08,6043,3
101626,2019-09-15,29690,1
102163,2019-02-20,8100,1
102164,2019-09-10,1800,1
101314,2019-06-03,46900,3
101399,2019-01-01,9540,1
100551,2019-11-06,2000,1
100685,2019-08-24,7404,4
105209,2019-01-12,11267,3
103304,2019-07-03,15120,2
101695,2019-09-09,16250,1
103163,2019-03-30,17680,3
103552,2019-08-26,11250,1
102689,2019-03-03,15180,4
105849,2019-09-24,10746,1
100734,2019-03-18,4650,1
105746,2019-05-10,5320,1
105068,2019-09-22,53236,5
102936,2019-03-02,6900,3
104977,2019-11-20,36750,2
103425,2019-10-06,4738,2
103285,2019-04-27,3278,1
102388,2019-07-03,99339,8
100304,2019-05-10,7279,3
101005,2019-10-30,5640,1
102256,2019-09-01,18650,2
104971,2019-12-01,13947,4
102908,2019-03-20,3244,2
101384,2019-04-14,5940,2
102956,2019-10-05,5970,1
103657,2019-06-10,7532,3
101244,2019-07-29,3560,1
105709,2019-06-02,5640,3
103250,2019-05-01,2178,1
102948,2019-12-03,8381,3
102045,2019-03-31,5366,3
101087,2019-12-08,6968,2
103501,2019-10-06,2358,1
103186,2019-02-12,27500,1
105109,2019-12-07,3750,1
102479,2019-12-02,2640,2
105000,2019-07-15,14391,7
100067,2019-10-28,36292,3
101667,2019-03-30,2190,1
100362,2019-12-14,3600,1
102321,2019-09-23,4279,2
102841,2019-02-25,11439,1
103068,2019-08-16,13108,1
101565,2019-06-06,9453,1
102266,2019-11-26,6312,2
100353,2019-07-22,37536,6
101963,2019-12-06,5958,2
101659,2019-05-28,3613,2
105395,2019-11-06,19211,10
102279,2019-04-28,14156,3
103363,2019-10-02,15002,3
102551,2019-01-30,11040,1
100585,2019-02-12,6810,2
104598,2019-01-27,3772,2
104617,2019-08-17,10440,3
100038,2019-09-22,7820,1
100487,2019-04-10,7500,1
100831,2019-01-20,9500,2
102745,2019-12-14,4740,1
103511,2019-06-01,3660,1
104691,2019-07-07,54556,6
101855,2019-08-14,4110,2
102581,2019-01-19,12846,2
105667,2019-07-29,41835,3
103935,2019-03-22,14710,2
101110,2019-03-27,6650,1
102177,2019-08-09,64000,3
105005,2019-03-10,19100,2
101699,2019-03-22,8924,5
102920,2019-10-02,5446,2
100985,2019-05-25,5303,2
105785,2019-11-27,4400,2
105514,2019-11-25,20350,4
101520,2019-08-28,127500,2
103676,2019-10-09,3279,2
104679,2019-08-27,12160,2
100234,2019-01-06,3508,1
103859,2019-07-16,10400,1
100243,2019-07-28,5660,2
103816,2019-03-04,44410,6
105972,2019-04-17,53970,4
104862,2019-07-06,4320,1
100811,2019-05-06,63640,6
102211,2019-03-02,3900,2
103762,2019-09-14,4325,3
101401,2019-02-26,19480,2
101403,2019-09-16,9349,6
102352,2019-02-19,7760,1
103679,2019-04-22,9300,1
100048,2019-10-09,32660,4
100397,2019-03-02,3960,2
100095,2019-10-04,5960,1
100740,2019-11-05,104000,1
102792,2019-01-14,24580,5
104949,2019-09-17,2300,1
100415,2019-02-03,7760,1
100931,2019-01-19,1700,1
103433,2019-03-26,5795,1
101731,2019-12-29,6254,3
102485,2019-06-02,19187,6
102488,2019-12-24,3000,1
104942,2019-07-25,30869,6
105530,2019-07-29,3560,1
102571,2019-03-04,2314,2
100293,2019-10-13,3560,2
104867,2019-03-01,15791,2
100812,2019-01-01,2884,2
102371,2019-09-30,16736,6
100165,2019-12-11,27500,1
102913,2019-04-17,7364,4
103916,2019-03-03,6000,1
100548,2019-03-06,24039,1
103687,2019-07-07,9576,3
105505,2019-07-01,1551,1
102197,2019-09-15,6200,1
100937,2019-04-14,11230,4
102999,2019-06-16,9368,4
103636,2019-09-04,2400,1
100281,2019-11-23,4904,2
101731,2019-02-02,4575,2
105493,2019-08-21,2680,1
100575,2019-06-19,24000,1
102931,2019-08-14,5400,1
105237,2019-08-28,2660,1
105552,2019-03-15,10004,2
101626,2019-10-22,7967,2
104925,2019-04-16,4606,2
103892,2019-12-18,19400,1
100161,2019-04-15,9270,2
100162,2019-11-05,5285,2
105938,2019-05-08,4940,1
102411,2019-05-18,8900,1
102374,2019-12-15,3800,1
102261,2019-01-09,3960,1
104826,2019-07-16,6000,3
105118,2019-08-10,14370,2
101460,2019-11-09,7625,2
100200,2019-06-08,15654,3
103701,2019-03-02,3600,1
101365,2019-03-04,14844,2
103304,2019-08-10,6660,3
103692,2019-02-28,19050,3
102190,2019-07-08,44654,1
103461,2019-02-06,7053,2
105144,2019-05-01,1280,1
105068,2019-10-29,3600,1
102530,2019-04-14,7480,2
102477,2019-10-24,10830,1
101222,2019-10-05,4186,1
102374,2019-01-20,19350,2
105461,2019-07-30,6723,1
102826,2019-01-15,12786,6
100184,2019-10-23,29154,6
102661,2019-09-26,9156,2
100713,2019-05-26,18000,2
101384,2019-05-21,8189,1
102303,2019-12-09,3135,1
105245,2019-05-04,7812,3
102653,2019-11-24,4059,2
102166,2019-03-08,4875,3
104753,2019-08-18,6220,1
102447,2019-02-28,25080,1
101188,2019-04-17,10500,1
100036,2019-08-12,3919,1
102184,2019-11-23,7540,2
101030,2019-02-06,10943,2
100322,2019-05-06,26688,4
101687,2019-02-12,3470,2
102433,2019-02-07,3090,1
102910,2019-02-02,7320,3
100342,2019-04-20,6940,3
105931,2019-01-14,4845,1
100361,2019-11-10,5662,3
101924,2019-11-20,35584,4
101317,2019-05-22,12600,1
105433,2019-11-02,36400,2
100217,2019-06-18,3995,2
104285,2019-06-01,2800,1
101659,2019-07-03,4700,1
104858,2019-12-18,13603,3
103563,2019-06-15,6996,1
103957,2019-07-01,3180,1
104068,2019-04-15,13230,2
103552,2019-09-21,10125,1
102749,2019-06-09,1418,1
105185,2019-08-19,6800,3
103010,2019-08-21,5770,2
102135,2019-08-31,4000,2
105440,2019-12-29,7660,2
102327,2019-06-03,4567,2
105556,2019-05-20,15925,3
104078,2019-10-04,12720,1
105221,2019-01-17,1810,1
103807,2019-03-09,20200,4
101564,2019-11-06,6580,1
105863,2019-02-21,3532,2
100055,2019-05-19,11448,1
100705,2019-03-07,3672,2
100706,2019-09-29,6770,2
101405,2019-02-05,4480,1
104197,2019-11-24,4350,1
102800,2019-07-15,6540,3
105245,2019-04-24,47331,3
101794,2019-03-13,14000,2
104907,2019-10-07,22137,2
105747,2019-10-31,3325,1
101180,2019-06-03,7960,2
104561,2019-06-17,4683,1
102034,2019-07-02,3790,3
100774,2019-02-01,88000,1
104041,2019-10-28,13350,2
101278,2019-03-17,11860,2
104523,2019-08-15,25982,6
101629,2019-09-22,3564,1
102437,2019-08-17,13600,3
102910,2019-01-22,8425,2
103729,2019-06-16,4490,2
101574,2019-11-25,20052,3
103123,2019-07-08,3192,1
100968,2019-12-17,28800,1
104071,2019-07-29,13340,2
104285,2019-05-21,16800,1
100809,2019-03-16,81000,3
100856,2019-03-11,3220,2
101160,2019-09-21,4755,2
103730,2019-01-02,28965,6
100719,2019-01-09,34816,6
101650,2019-01-31,5692,2
101408,2019-11-12,8800,1
103177,2019-03-05,6000,1
101152,2019-11-19,3480,2
103355,2019-12-27,3330,2
104054,2019-05-03,10450,1
103705,2019-12-10,5480,2
103098,2019-11-25,2794,2
100037,2019-03-27,9140,2
104153,2019-09-07,2017,1
104596,2019-01-22,4477,3
104597,2019-08-12,1070,1
103037,2019-07-01,7100,1
101289,2019-10-26,6760,1
100030,2019-12-15,3320,1
104588,2019-03-20,4818,3
102958,2019-02-09,13950,4
103995,2019-11-05,5070,2
103132,2019-01-05,16384,4
105093,2019-11-26,41078,4
101136,2019-11-12,23693,3
101699,2019-04-17,3400,1
101622,2019-07-15,5760,1
100985,2019-06-20,11972,3
104434,2019-12-30,7500,1
101310,2019-03-03,13160,2
104120,2019-05-12,4680,2
101751,2019-08-20,3453,2
104257,2019-09-16,7820,1
103604,2019-10-13,20603,3
100188,2019-03-31,5360,2
101375,2019-03-11,7444,2
104029,2019-07-10,23280,1
103851,2019-05-14,1960,1
102592,2019-07-03,11640,3
105755,2019-02-21,7147,3
100589,2019-01-01,19460,4
103096,2019-08-19,5000,1
101836,2019-03-18,8831,4
104575,2019-11-19,2940,1
103493,2019-07-29,10624,4
100231,2019-03-16,34855,9
105547,2019-11-18,24320,1
101478,2019-06-01,3525,2
101157,2019-07-07,2436,1
102485,2019-06-29,3600,1
103429,2019-05-08,8895,2
100400,2019-09-10,11525,3
103356,2019-04-11,15200,2
103394,2019-11-01,8501,4
104335,2019-10-23,3505,1
103621,2019-02-12,14950,4
103669,2019-08-29,3040,2
100130,2019-06-16,2200,1
100757,2019-03-31,11956,4
105817,2019-12-08,39000,1
103054,2019-04-29,5966,4
101355,2019-05-05,5020,2
104515,2019-11-26,2792,1
104640,2019-07-24,7890,2
103699,2019-05-30,9880,3
102119,2019-05-23,7363,1
105778,2019-11-28,2470,1
104950,2019-06-07,17988,5
103053,2019-12-03,1430,1
101980,2019-07-21,14288,6
101386,2019-08-28,7000,1
100280,2019-05-28,1605,1
105095,2019-03-16,15280,2
101167,2019-09-24,9900,1
100406,2019-05-05,12360,1
105041,2019-12-09,9164,2
103422,2019-03-01,5980,1
104373,2019-06-18,10780,1
100418,2019-11-25,5130,2
105444,2019-06-08,10732,6
101608,2019-03-01,1140,1
104797,2019-01-21,10732,5
105669,2019-10-16,21800,1
102288,2019-06-10,3016,1
100602,2019-10-27,11382,3
104111,2019-10-09,85950,4
101401,2019-08-13,8545,2
105861,2019-07-20,3200,1
103949,2019-10-06,4750,1
102297,2019-10-09,5650,2
105699,2019-07-17,15000,1
100188,2019-08-23,3800,1
100501,2019-12-14,11638,2
105068,2019-11-24,46311,4
103339,2019-10-20,11000,1
105939,2019-11-06,21850,1
102933,2019-06-18,1770,1
103176,2019-03-27,2370,1
104880,2019-08-01,14704,5
102920,2019-04-26,2828,2
101517,2019-09-10,12406,2
105461,2019-08-25,11940,1
105679,2019-11-03,9400,1
100184,2019-11-18,6076,2
103710,2019-02-12,11838,4
100752,2019-04-09,3880,1
105910,2019-01-20,4830,2
103657,2019-08-12,3880,1
101403,2019-04-08,3190,2
102003,2019-04-18,15569,4
101427,2019-10-30,16295,2
103250,2019-07-03,16960,1
102703,2019-03-30,3600,2
105809,2019-10-08,15760,4
103060,2019-03-25,6835,3
104623,2019-05-26,5200,2
105350,2019-03-29,4603,2
105206,2019-12-11,19988,5
102065,2019-12-23,12734,2
102090,2019-12-28,1575,1
100501,2019-01-19,6060,2
100510,2019-08-09,23170,4
104992,2019-06-12,5230,3
104561,2019-07-24,4232,2
104977,2019-02-27,16640,2
101373,2019-11-04,7312,3
103378,2019-01-18,7300,1
102179,2019-05-18,18101,2
103444,2019-11-30,6530,3
102437,2019-09-24,26290,4
103123,2019-08-15,13570,2
103230,2019-10-21,21974,5
105468,2019-04-20,10360,1
104827,2019-12-21,5828,3
103820,2019-07-01,5130,2
103571,2019-05-12,11329,2
100859,2019-07-08,22500,2
102615,2019-06-21,16634,4
105938,2019-10-27,3489,2
100255,2019-09-24,3274,2
105569,2019-04-14,41968,3
103677,2019-10-29,32450,2
103205,2019-09-25,2154,1
104759,2019-09-22,12575,2
105703,2019-12-19,13880,2
101545,2019-11-26,1930,1
101289,2019-12-01,17760,2
102339,2019-10-14,9356,3
104345,2019-07-18,1616,1
101719,2019-12-14,2462,2
100985,2019-07-27,40465,2
102931,2019-03-06,39979,9
102018,2019-01-10,3781,1
101169,2019-04-25,2424,1
102049,2019-01-09,6330,2
103552,2019-03-19,3390,2
105796,2019-07-04,11718,4
104120,2019-02-27,6900,1
105185,2019-02-17,3705,1
103650,2019-01-01,7656,1
102242,2019-05-03,4066,2
105068,2019-04-15,31936,5
101037,2019-06-30,190000,1
105137,2019-07-07,18490,3
104031,2019-04-07,8940,1
101027,2019-12-31,7200,1
100342,2019-09-01,3500,1
102485,2019-04-12,2690,2
104882,2019-01-21,20064,5
102123,2019-04-17,25600,2
101214,2019-05-21,9320,1
104374,2019-12-10,2620,2
103921,2019-08-13,3040,1
102869,2019-06-05,18288,2
103421,2019-04-21,9126,1
100309,2019-04-17,7950,1
104425,2019-09-29,5250,1
103730,2019-05-27,9333,3
105427,2019-01-06,20200,1
103563,2019-10-28,4902,1
100301,2019-06-15,3496,2
103177,2019-07-30,45840,1
104160,2019-12-02,3500,1
104640,2019-05-07,3840,1
105706,2019-07-07,15343,3
100511,2019-07-22,5215,3
104567,2019-07-05,11076,1
102188,2019-03-01,4280,2
101536,2019-10-20,15062,4
104525,2019-09-03,18900,2
101105,2019-02-25,68861,4
101083,2019-06-23,11400,1
103461,2019-11-11,26290,3
101924,2019-05-06,15701,2
104678,2019-07-25,3140,1
101625,2019-02-10,6520,3
102266,2019-06-19,17497,5
104622,2019-03-06,7750,1
103261,2019-01-27,4260,2
105444,2019-03-23,4760,2
103367,2019-02-19,16870,4
102715,2019-10-06,12473,2
102826,2019-10-20,11744,2
105920,2019-03-10,3430,1
101456,2019-11-27,12163,3
103112,2019-09-16,3880,1
102505,2019-03-18,5609,2
105212,2019-06-10,49600,2
104169,2019-07-29,4760,2
103850,2019-03-17,8150,2
102109,2019-07-31,3458,2
101263,2019-03-12,1945,1
101892,2019-09-29,1269,1
105896,2019-09-04,1755,1
100931,2019-07-07,5894,4
101584,2019-06-10,11548,3
102636,2019-07-16,3120,2
102135,2019-07-21,14868,2
105840,2019-04-17,4650,1
100726,2019-05-01,4250,1
102422,2019-04-22,3000,1
104078,2019-08-26,3680,1
104778,2019-07-24,12752,4
102319,2019-06-23,15579,3
103962,2019-01-28,17800,1
101455,2019-08-23,2760,1
104197,2019-10-14,7816,2
103853,2019-12-24,2465,1
101743,2019-04-16,14290,2
103177,2019-12-22,6120,1
105859,2019-09-28,3084,2
100564,2019-06-02,2094,2
102551,2019-12-10,5960,2
104598,2019-12-07,68380,4
104800,2019-06-23,5760,3
103601,2019-10-23,66790,7
101982,2019-01-15,1178,1
101163,2019-07-27,16800,1
104595,2019-04-17,20000,1
103025,2019-03-06,3960,1
100406,2019-09-30,4100,1
102958,2019-11-26,11054,2
100322,2019-03-16,28080,2
104881,2019-01-11,4140,1
101559,2019-02-20,14800,1
104719,2019-01-08,21240,2
105224,2019-09-14,5796,1
103712,2019-02-12,2557,1
104311,2019-10-08,3200,1
104250,2019-01-07,6735,4
102095,2019-06-16,4283,1
103677,2019-08-12,4860,1
101266,2019-01-24,12399,3
104149,2019-10-05,23594,2
102039,2019-01-29,2610,2
105740,2019-07-24,11306,2
101985,2019-10-22,2940,1
105447,2019-10-09,3800,2
103971,2019-12-03,4532,2
100426,2019-03-25,19490,2
105667,2019-07-14,11970,3
100977,2019-05-04,6600,2
104729,2019-01-27,3650,2
102852,2019-04-27,5534,2
100243,2019-07-13,15140,4
104619,2019-06-01,1222,1
105870,2019-06-10,16661,5
104225,2019-08-26,6415,3
101401,2019-02-11,8410,3
101403,2019-09-01,8258,2
102049,2019-02-16,4200,3
103682,2019-10-29,19200,1
100640,2019-04-14,31666,3
105059,2019-04-28,6630,2
102041,2019-04-14,63967,3
100040,2019-11-24,9898,3
101743,2019-09-08,10880,2
105068,2019-05-22,29576,2
100227,2019-04-14,32100,2
102085,2019-10-21,1050,1
102997,2019-10-06,23760,1
103433,2019-03-11,26296,2
104381,2019-04-29,5066,2
102485,2019-05-19,1960,1
103317,2019-05-09,29298,1
100667,2019-03-09,7820,1
102410,2019-07-17,4806,2
102869,2019-07-12,11781,2
103413,2019-07-26,17250,1
100784,2019-11-23,8011,2
105420,2019-11-20,35560,5
101427,2019-04-28,4584,4
102402,2019-11-06,5070,2
101646,2019-07-21,8910,1
103956,2019-11-03,3600,1
101846,2019-02-27,4950,1
102547,2019-08-15,4090,1
105109,2019-08-07,14400,1
101083,2019-07-30,14480,3
102621,2019-06-06,9341,3
103004,2019-12-23,2460,1
100981,2019-10-06,15397,4
103933,2019-05-23,3183,2
102475,2019-07-24,3688,1
101976,2019-10-22,8075,2
103857,2019-07-21,5930,2
105135,2019-10-21,9272,2
103026,2019-09-03,4980,2
104272,2019-04-30,3300,2
100939,2019-12-10,1964,1
100165,2019-01-01,3980,1
104371,2019-09-02,6167,4
105920,2019-04-17,13920,2
101608,2019-01-23,1080,1
104721,2019-08-17,7920,2
103720,2019-09-09,50510,2
100054,2019-09-21,16520,2
102300,2019-02-19,4500,1
103163,2019-04-22,4863,2
104075,2019-11-02,7342,4
104251,2019-01-26,21640,3
101990,2019-11-19,10500,1
103287,2019-05-01,33400,1
103461,2019-01-23,3187,2
105068,2019-10-14,21333,3
100726,2019-06-08,4250,1
102579,2019-08-01,6831,1
102951,2019-10-16,1107,1
101687,2019-12-24,18201,2
101768,2019-06-19,1200,1
104031,2019-10-06,3661,1
103074,2019-04-25,9459,5
100939,2019-01-15,4386,2
100360,2019-10-21,6080,1
104568,2019-02-11,9508,4
104219,2019-09-18,1179,1
101213,2019-04-30,2740,2
104467,2019-11-09,4000,1
102660,2019-02-21,4455,1
105368,2019-12-03,21942,1
100949,2019-07-03,1960,1
105718,2019-11-18,12160,1
103562,2019-10-05,5796,3
101649,2019-06-01,8190,1
102653,2019-11-09,4620,1
100240,2019-03-13,8900,1
105859,2019-11-03,2511,1
103601,2019-11-30,4100,1
101889,2019-09-22,3180,1
105747,2019-10-28,15814,4
105033,2019-01-27,4500,1
102090,2019-11-18,5363,4
100027,2019-03-05,5800,1
100377,2019-02-20,3300,1
105650,2019-06-04,4628,2
105739,2019-03-27,2640,1
105658,2019-12-26,36349,8
102175,2019-06-16,18000,1
101037,2019-02-02,5380,2
101687,2019-01-29,3519,1
102910,2019-01-19,3240,1
101816,2019-02-09,3240,1
103473,2019-06-20,40010,2
100978,2019-10-22,7536,3
104476,2019-05-06,5410,3
101559,2019-03-27,3980,1
104827,2019-11-11,3160,2
105974,2019-03-05,11880,1
103820,2019-05-23,5586,2
100608,2019-01-17,5529,3
100217,2019-06-03,7460,1
102845,2019-10-07,5500,1
102569,2019-12-06,3135,1
102616,2019-12-01,3560,1
104858,2019-12-03,12642,4
104818,2019-06-19,14475,1
105376,2019-05-08,16180,2
105216,2019-12-19,5407,2
104716,2019-08-27,8700,1
104413,2019-09-07,1280,1
103177,2019-03-02,9870,2
101805,2019-10-19,17678,2
105778,2019-07-01,2424,1
102748,2019-06-26,3300,1
100585,2019-03-04,13500,3
105170,2019-09-04,17650,2
100233,2019-01-06,3180,1
103042,2019-01-22,3500,1
104018,2019-04-22,13700,5
104093,2019-06-25,6440,1
105703,2019-11-09,10950,2
100494,2019-11-24,14698,2
105749,2019-04-14,4250,1
105117,2019-08-26,8180,3
101382,2019-03-23,5080,2
105545,2019-08-30,10557,2
101174,2019-10-15,5490,2
103881,2019-01-28,9300,1
100371,2019-07-03,29546,6
101699,2019-04-14,2070,1
101719,2019-11-04,3120,2
102471,2019-10-31,3781,1
104410,2019-06-05,8680,2
105481,2019-06-09,2456,1
103022,2019-05-08,1300,1
103372,2019-04-23,2470,1
102767,2019-12-05,6835,2
104293,2019-01-13,2832,1
101482,2019-08-10,7070,3
103285,2019-10-11,14082,3
103756,2019-03-16,1600,1
100252,2019-06-17,4400,1
104220,2019-03-11,8235,3
103215,2019-09-02,32326,3
101403,2019-10-08,3600,1
104210,2019-09-18,7130,2
102751,2019-07-22,2805,2
105759,2019-09-08,9600,1
104902,2019-10-14,13899,3
103048,2019-09-15,4750,2
103096,2019-08-16,23750,4
103532,2019-09-10,2880,1
101265,2019-11-28,1520,1
101688,2019-12-18,1320,1
101937,2019-11-23,71290,6
102619,2019-11-18,3640,1
103087,2019-03-24,9900,1
102997,2019-11-13,3461,3
100022,2019-03-15,8457,2
105033,2019-06-19,1600,1
103975,2019-02-02,9955,2
103317,2019-06-16,9450,1
104736,2019-10-01,33440,2
103524,2019-11-17,6265,5
105539,2019-08-12,7740,2
101065,2019-10-16,24796,3
104335,2019-10-20,2960,1
104868,2019-04-26,5986,1
102806,2019-03-03,3258,1
100784,2019-12-30,2520,1
100642,2019-01-16,5700,1
101995,2019-01-21,7750,1
103120,2019-03-12,19320,1
102547,2019-09-22,3566,1
104066,2019-09-24,3184,1
103341,2019-08-10,9600,1
104344,2019-06-28,35910,1
105725,2019-07-01,12060,4
105035,2019-01-02,3490,2
105629,2019-02-09,42752,9
100118,2019-05-22,8880,2
105640,2019-08-31,36720,6
102928,2019-02-16,13870,3
104948,2019-04-12,15580,4
100964,2019-08-19,3420,2
100936,2019-06-27,8992,7
104776,2019-07-21,19730,5
100708,2019-08-26,3591,2
105873,2019-05-29,4650,1
101460,2019-12-01,5387,3
105318,2019-04-08,11520,1
101904,2019-11-06,4200,2
104169,2019-10-11,3845,3
100685,2019-10-23,3924,2
101998,2019-10-28,3560,1
105244,2019-10-01,2490,1
103901,2019-03-18,6806,3
102992,2019-04-22,4368,2
100459,2019-01-07,25503,4
105185,2019-09-23,4548,2
100281,2019-01-20,5100,3
100422,2019-01-05,23910,6
101324,2019-08-21,39079,8
104227,2019-08-27,16121,4
103898,2019-09-05,5228,2
100513,2019-07-07,3320,1
105944,2019-01-27,3354,2
105571,2019-02-04,22393,3
101867,2019-11-30,39800,1
101005,2019-12-29,1470,1
101354,2019-05-22,6266,1
103258,2019-05-02,1415,1
102800,2019-08-19,3490,1
105245,2019-05-28,5340,3
103645,2019-01-19,7140,2
100542,2019-01-26,8284,6
102703,2019-03-27,44400,1
103997,2019-05-25,11730,5
103564,2019-03-17,3150,1
103998,2019-12-15,7735,4
105206,2019-12-08,16300,2
102588,2019-03-05,23710,4
102045,2019-05-30,10352,1
102643,2019-05-25,22500,1
103025,2019-05-20,4900,1
101803,2019-01-06,57920,2
105287,2019-07-27,13020,1
104088,2019-11-27,24100,3
104523,2019-09-19,14875,4
101037,2019-03-09,7350,2
100342,2019-05-12,30964,3
105036,2019-12-16,1663,1
101559,2019-05-02,11920,1
101714,2019-05-24,28620,1
100211,2019-03-14,3192,1
104827,2019-12-18,5359,3
102279,2019-06-27,2708,1
103261,2019-09-01,3330,2
103754,2019-08-28,41470,9
105019,2019-09-22,17900,1
103177,2019-04-09,6870,1
100895,2019-06-08,4200,1
100395,2019-02-16,12390,3
101398,2019-01-02,1488,1
102995,2019-03-02,11000,1
